ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Black Friday_1,Black Friday_1_lower,Black Friday_1_upper,Black Friday_2,Black Friday_2_lower,Black Friday_2_upper,Promotion Ramadan_1,Promotion Ramadan_1_lower,Promotion Ramadan_1_upper,Promotion Ramadan_2,Promotion Ramadan_2_lower,Promotion Ramadan_2_upper,Soldes Été_1,Soldes Été_1_lower,Soldes Été_1_upper,Soldes Été_2,Soldes Été_2_lower,Soldes Été_2_upper,Tabaski_1,Tabaski_1_lower,Tabaski_1_upper,Tabaski_2,Tabaski_2_lower,Tabaski_2_upper,Tabaski_3,Tabaski_3_lower,Tabaski_3_upper,holidays,holidays_lower,holidays_upper,monthly,monthly_lower,monthly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2022-01-11,13.010348702558222,7.082234135330505,11.555495513099565,13.010348702558222,13.010348702558222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01984396346461582,-0.01984396346461582,-0.01984396346461582,-0.28656942543911096,-0.28656942543911096,-0.28656942543911096,-0.01911103302673385,-0.01911103302673385,-0.01911103302673385,-0.2476144289477613,-0.2476144289477613,-0.2476144289477613,0.0,0.0,0.0,9.281980550103631
2022-01-12,13.010321642814041,6.8459311112421855,11.342444997167826,13.010321642814041,13.010321642814041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02218993192905074,-0.02218993192905074,-0.02218993192905074,-0.29963818037544077,-0.29963818037544077,-0.29963818037544077,-0.030721626235690032,-0.030721626235690032,-0.030721626235690032,-0.2467266222106999,-0.2467266222106999,-0.2467266222106999,0.0,0.0,0.0,9.111932539662027
2022-01-13,13.010294583069863,7.246449045473495,11.668130703774013,13.010294583069863,13.010294583069863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019980659194494536,-0.019980659194494536,-0.019980659194494536,-0.2722924141693726,-0.2722924141693726,-0.2722924141693726,-0.006423499999959906,-0.006423499999959906,-0.006423499999959906,-0.2458882549749182,-0.2458882549749182,-0.2458882549749182,0.0,0.0,0.0,9.467690061991059
2022-01-14,13.010267523325686,7.207293823889027,11.646556235167282,13.010267523325686,13.010267523325686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013614380063557982,-0.013614380063557982,-0.013614380063557982,-0.2694804384032512,-0.2694804384032512,-0.2694804384032512,-0.010763808250634235,-0.010763808250634235,-0.010763808250634235,-0.245102250089059,-0.245102250089059,-0.245102250089059,0.0,0.0,0.0,9.504254927396298
2022-01-15,13.010240463581507,12.732476277525864,17.076424209277594,13.010240463581507,13.010240463581507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004832097295503199,-0.004832097295503199,-0.004832097295503199,0.14302939465801173,0.14302939465801173,0.14302939465801173,0.39223502843518626,0.39223502843518626,0.39223502843518626,-0.24437353648167143,-0.24437353648167143,-0.24437353648167143,0.0,0.0,0.0,14.871087281442739
2022-01-16,13.010213403837328,3.747772011428137,8.310033106903747,13.010213403837328,13.010213403837328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003793056019269583,0.003793056019269583,0.003793056019269583,-0.5456639000680653,-0.5456639000680653,-0.5456639000680653,-0.3057473811963077,-0.3057473811963077,-0.3057473811963077,-0.24370957489102715,-0.24370957489102715,-0.24370957489102715,0.0,0.0,0.0,5.911009617181633
2022-01-17,13.010186344093151,7.632413066322822,11.806649389794076,13.010186344093151,13.010186344093151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009679916469579533,0.009679916469579533,0.009679916469579533,-0.2529084663487742,-0.2529084663487742,-0.2529084663487742,-0.019467679727952464,-0.019467679727952464,-0.019467679727952464,-0.24312070309040126,-0.24312070309040126,-0.24312070309040126,0.0,0.0,0.0,9.719800068896788
2022-01-18,13.010159284348973,7.591639106620177,11.949268404497104,13.010159284348973,13.010159284348973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011093995917518367,0.011093995917518367,0.011093995917518367,-0.250637310605315,-0.250637310605315,-0.250637310605315,-0.01911103302766208,-0.01911103302766208,-0.01911103302766208,-0.24262027349517137,-0.24262027349517137,-0.24262027349517137,0.0,0.0,0.0,9.749327950772976
2022-01-19,13.010132224604794,7.37748011874105,11.674941827571349,13.010132224604794,13.010132224604794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007733288025837567,0.007733288025837567,0.007733288025837567,-0.26521290237614614,-0.26521290237614614,-0.26521290237614614,-0.030721626233958972,-0.030721626233958972,-0.030721626233958972,-0.2422245641680247,-0.2422245641680247,-0.2422245641680247,0.0,0.0,0.0,9.55967729701993
2022-01-20,13.010105164860617,7.538908173269249,11.929021060691824,13.010105164860617,13.010105164860617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008370332818938202,0.0008370332818938202,0.0008370332818938202,-0.24753891995198746,-0.24753891995198746,-0.24753891995198746,-0.0064234999996000755,-0.0064234999996000755,-0.0064234999996000755,-0.2419524532342813,-0.2419524532342813,-0.2419524532342813,0.0,0.0,0.0,9.789597783889246
2022-01-21,13.010078105116438,7.450993859820419,11.89728702230271,13.010078105116438,13.010078105116438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00722373879385161,-0.00722373879385161,-0.00722373879385161,-0.25981240331623856,-0.25981240331623856,-0.25981240331623856,-0.010763808249811796,-0.010763808249811796,-0.010763808249811796,-0.2418248562725752,-0.2418248562725752,-0.2418248562725752,0.0,0.0,0.0,9.629898445294161
2022-01-22,13.01005104537226,12.648746420262524,17.076652048134523,13.01005104537226,13.01005104537226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013732656738249608,-0.013732656738249608,-0.013732656738249608,0.13663843566635814,0.13663843566635814,0.13663843566635814,0.3922350284348605,0.3922350284348605,0.3922350284348605,-0.2418639360302528,-0.2418639360302528,-0.2418639360302528,0.0,0.0,0.0,14.787724068151393
2022-01-23,13.010023985628083,3.614748714480168,7.942802951386214,13.010023985628083,13.010023985628083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016518242904648078,-0.016518242904648078,-0.016518242904648078,-0.5643577275901555,-0.5643577275901555,-0.5643577275901555,-0.30574738119601524,-0.30574738119601524,-0.30574738119601524,-0.2420921034894921,-0.2420921034894921,-0.2420921034894921,0.0,0.0,0.0,5.667716413205601
2022-01-24,13.009996925883904,7.245754660151388,11.661256279336156,13.009996925883904,13.009996925883904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01464076151772202,-0.01464076151772202,-0.01464076151772202,-0.2766392797891045,-0.2766392797891045,-0.2766392797891045,-0.01946767972974793,-0.01946767972974793,-0.01946767972974793,-0.24253083854163465,-0.24253083854163465,-0.24253083854163465,0.0,0.0,0.0,9.410920746248918
2022-01-25,13.009969866139725,7.207096332081246,11.678055177638171,13.009969866139725,13.009969866139725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008644330301655498,-0.008644330301655498,-0.008644330301655498,-0.2709547303123928,-0.2709547303123928,-0.2709547303123928,-0.019111033025963522,-0.019111033025963522,-0.019111033025963522,-0.2431993669847737,-0.2431993669847737,-0.2431993669847737,0.0,0.0,0.0,9.48485698968748
2022-01-26,13.009942806395548,7.234340484266291,11.703750546748816,13.009942806395548,13.009942806395548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00030041606922316926,-0.00030041606922316926,-0.00030041606922316926,-0.27513528024372386,-0.27513528024372386,-0.27513528024372386,-0.030721626234422483,-0.030721626234422483,-0.030721626234422483,-0.24411323794007816,-0.24411323794007816,-0.24411323794007816,0.0,0.0,0.0,9.430448546403088
2022-01-27,13.00991574665137,7.649173652701645,12.101066160250957,13.00991574665137,13.00991574665137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008049753441125618,0.008049753441125618,0.008049753441125618,-0.24365659836818332,-0.24365659836818332,-0.24365659836818332,-0.006423500000471032,-0.006423500000471032,-0.006423500000471032,-0.24528285180883785,-0.24528285180883785,-0.24528285180883785,0.0,0.0,0.0,9.839963930765633
2022-01-28,13.009888686907194,7.797445259022085,12.130340759861078,13.009888686907194,13.009888686907194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014306957451098175,0.014306957451098175,0.014306957451098175,-0.243168844132822,-0.243168844132822,-0.243168844132822,-0.010763808249795198,-0.010763808249795198,-0.010763808249795198,-0.2467119933341249,-0.2467119933341249,-0.2467119933341249,0.0,0.0,0.0,9.846289092615294
2022-01-29,13.009861627163014,12.879505466300717,17.176145421372848,13.009861627163014,13.009861627163014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017285740400628576,0.017285740400628576,0.017285740400628576,0.16112434183329932,0.16112434183329932,0.16112434183329932,0.3922350284345347,0.3922350284345347,0.3922350284345347,-0.248396427001864,-0.248396427001864,-0.248396427001864,0.0,0.0,0.0,15.10606701918195
2022-01-30,13.009834567959242,3.6730166099448263,8.112415717673002,13.009834567959242,13.009834567959242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017012621162910652,0.017012621162910652,0.017012621162910652,-0.5390573728202486,-0.5390573728202486,-0.5390573728202486,-0.30574738119539546,-0.30574738119539546,-0.30574738119539546,-0.2503226127877638,-0.2503226127877638,-0.2503226127877638,0.0,0.0,0.0,5.9967873249290795
2022-01-31,13.009807508755474,7.281955220349789,11.928980627274237,13.009807508755474,13.009807508755474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014561862894661713,0.014561862894661713,0.014561862894661713,-0.2573724158940065,-0.2573724158940065,-0.2573724158940065,-0.019467679729826978,-0.019467679729826978,-0.019467679729826978,-0.25246659905884117,-0.25246659905884117,-0.25246659905884117,0.0,0.0,0.0,9.661441919911091
2022-02-01,13.009780449551702,7.443986510876137,11.797113983352263,13.009780449551702,13.009780449551702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011513947029329182,0.011513947029329182,0.011513947029329182,-0.2623902322612514,-0.2623902322612514,-0.2623902322612514,-0.019111033026891752,-0.019111033026891752,-0.019111033026891752,-0.2547931462636889,-0.2547931462636889,-0.2547931462636889,0.0,0.0,0.0,9.596141135725942
2022-02-02,13.009753390347928,7.3488326913591075,11.70366910458849,13.009753390347928,13.009753390347928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009260410422693377,0.009260410422693377,0.009260410422693377,-0.27871634576342535,-0.27871634576342535,-0.27871634576342535,-0.03072162623347407,-0.03072162623347407,-0.03072162623347407,-0.25725512995264466,-0.25725512995264466,-0.25725512995264466,0.0,0.0,0.0,9.38372246610682
2022-02-03,13.00972633114416,7.484413854421571,11.862849912675971,13.00972633114416,13.00972633114416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008430608750554257,0.008430608750554257,0.008430608750554257,-0.2577861560227667,-0.2577861560227667,-0.2577861560227667,-0.006423499998880429,-0.006423499998880429,-0.006423499998880429,-0.25979326477444054,-0.25979326477444054,-0.25979326477444054,0.0,0.0,0.0,9.655998989330334
2022-02-04,13.009699271940388,7.391785118287793,12.01662171509835,13.009699271940388,13.009699271940388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008662856500524023,0.008662856500524023,0.008662856500524023,-0.26443713433227384,-0.26443713433227384,-0.26443713433227384,-0.010763808250880316,-0.010763808250880316,-0.010763808250880316,-0.26233618258191754,-0.26233618258191754,-0.26233618258191754,0.0,0.0,0.0,9.569451677943803
2022-02-05,13.009672212736616,12.565739975794601,17.175205480847147,13.009672212736616,13.009672212736616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008805223464463727,0.008805223464463727,0.008805223464463727,0.1362393640228387,0.1362393640228387,0.1362393640228387,0.39223502843465163,0.39223502843465163,0.39223502843465163,-0.26480088787627665,-0.26480088787627665,-0.26480088787627665,0.0,0.0,0.0,14.78210168114545
2022-02-06,13.009645153532846,3.459302672033796,7.918769018888568,13.009645153532846,13.009645153532846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007462391532879685,0.007462391532879685,0.007462391532879685,-0.5653785924755053,-0.5653785924755053,-0.5653785924755053,-0.30574738119551004,-0.30574738119551004,-0.30574738119551004,-0.267093602812875,-0.267093602812875,-0.267093602812875,0.0,0.0,0.0,5.654270288022667
2022-02-07,13.009618094329074,7.008754482110584,11.705859483182467,13.009618094329074,13.009618094329074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036685036737106385,0.0036685036737106385,0.0036685036737106385,-0.28491017825571163,-0.28491017825571163,-0.28491017825571163,-0.019467679728951248,-0.019467679728951248,-0.019467679728951248,-0.26911100220047096,-0.26911100220047096,-0.26911100220047096,0.0,0.0,0.0,9.303045484035046
2022-02-08,13.009591035125304,7.0103266465418095,11.45547172722754,13.009591035125304,13.009591035125304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002586252633120057,-0.002586252633120057,-0.002586252633120057,-0.2924391123650222,-0.2924391123650222,-0.2924391123650222,-0.019111033026506602,-0.019111033026506602,-0.019111033026506602,-0.27074182670539554,-0.27074182670539554,-0.27074182670539554,0.0,0.0,0.0,9.205077780581309
2022-02-09,13.009563975921532,6.729949098660396,11.126233029394301,13.009563975921532,13.009563975921532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010195270000015006,-0.010195270000015006,-0.010195270000015006,-0.31278574642489027,-0.31278574642489027,-0.31278574642489027,-0.030721626232525688,-0.030721626232525688,-0.030721626232525688,-0.2718688501923495,-0.2718688501923495,-0.2718688501923495,0.0,0.0,0.0,8.940357797050552
2022-02-10,13.00953691671776,6.95613533501117,11.484880556064075,13.00953691671776,13.00953691671776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01722354284425274,-0.01722354284425274,-0.01722354284425274,-0.29601820802342305,-0.29601820802342305,-0.29601820802342305,-0.006423500000190055,-0.006423500000190055,-0.006423500000190055,-0.27237116517898025,-0.27237116517898025,-0.27237116517898025,0.0,0.0,0.0,9.158477111416401
2022-02-11,13.009509857513992,7.012204741092286,11.395954928560355,13.009509857513992,13.009509857513992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021554433394629702,-0.021554433394629702,-0.021554433394629702,-0.3044449807718005,-0.3044449807718005,-0.3044449807718005,-0.010763808250863718,-0.010763808250863718,-0.010763808250863718,-0.2721267391263071,-0.2721267391263071,-0.2721267391263071,0.0,0.0,0.0,9.048829879092596
